"ZEIT[H]" "K1186" "K1168" "K1115" "K1014" "K1000" "K1174" "K1170" "K1141" "K1106" "K1182" "K1156" "K1173" "K 586" "K 585" "K 460" "K 459"
 192.084 136.325 135.957 135.294 135.048 135.040 136.081 135.984 135.535 135.247 136.323 135.741 136.034 143.138 137.787 137.241 135.456
 192.168 136.338 135.967 135.305 135.055 135.047 136.091 135.994 135.545 135.259 136.336 135.750 136.044 143.138 137.787 137.241 135.464
 192.248 136.351 135.978 135.317 135.062 135.053 136.102 136.004 135.556 135.271 136.349 135.761 136.055 143.138 137.787 137.241 135.473
 192.332 136.365 135.989 135.329 135.068 135.060 136.114 136.016 135.567 135.284 136.362 135.772 136.066 143.138 137.787 137.241 135.483
 192.416 136.379 136.000 135.341 135.075 135.067 136.126 136.027 135.579 135.295 136.375 135.784 136.078 143.138 137.787 137.241 135.493
 192.500 136.390 136.010 135.350 135.075 135.066 136.135 136.036 135.590 135.303 136.386 135.793 136.087 143.138 137.787 137.241 135.502
 192.584 136.395 136.014 135.350 135.067 135.058 136.140 136.041 135.593 135.301 136.391 135.797 136.092 143.138 137.787 137.241 135.507
 192.668 136.395 136.013 135.341 135.058 135.049 136.139 136.040 135.587 135.293 136.391 135.795 136.091 143.138 137.787 137.241 135.505
 192.748 136.392 136.008 135.331 135.050 135.041 136.135 136.035 135.579 135.282 136.388 135.788 136.087 143.138 137.787 137.241 135.498
 192.832 136.389 136.003 135.319 135.042 135.033 136.131 136.030 135.570 135.270 136.385 135.781 136.082 143.138 137.787 137.241 135.489
 192.916 136.386 135.999 135.307 135.034 135.024 136.127 136.026 135.561 135.258 136.382 135.775 136.078 143.138 137.787 137.241 135.480
 193.000 136.392 135.999 135.297 135.027 135.018 136.128 136.027 135.556 135.246 136.386 135.773 136.079 143.138 137.787 137.241 135.471
 193.084 136.409 136.007 135.294 135.022 135.013 136.139 136.035 135.558 135.242 136.401 135.778 136.089 143.138 137.787 137.241 135.465
 193.168 136.429 136.020 135.297 135.017 135.008 136.153 136.048 135.565 135.244 136.419 135.787 136.102 143.138 137.787 137.241 135.464
 193.248 136.450 136.033 135.301 135.014 135.003 136.169 136.062 135.572 135.247 136.438 135.798 136.117 143.138 137.787 137.241 135.467
 193.332 136.471 136.047 135.304 135.010 134.997 136.185 136.077 135.579 135.249 136.457 135.808 136.133 143.138 137.787 137.241 135.470
 193.416 136.493 136.062 135.307 135.006 134.993 136.202 136.092 135.587 135.252 136.477 135.820 136.149 143.138 137.787 137.241 135.474
 193.500 136.503 136.070 135.309 135.008 134.994 136.211 136.100 135.591 135.254 136.486 135.826 136.158 143.138 137.787 137.241 135.477
 193.584 136.497 136.068 135.310 135.014 135.003 136.208 136.098 135.590 135.254 136.481 135.825 136.155 143.138 137.787 137.241 135.478
 193.668 136.487 136.062 135.309 135.021 135.011 136.201 136.091 135.587 135.254 136.473 135.820 136.148 143.138 137.787 137.241 135.478
 193.748 136.478 136.056 135.311 135.029 135.019 136.194 136.085 135.586 135.257 136.465 135.816 136.141 143.138 137.787 137.241 135.478
 193.832 136.470 136.052 135.318 135.037 135.028 136.189 136.081 135.588 135.266 136.458 135.815 136.137 143.138 137.787 137.241 135.480
 193.916 136.465 136.052 135.329 135.045 135.036 136.187 136.081 135.594 135.278 136.454 135.817 136.136 143.138 137.787 137.241 135.487
 194.000 136.459 136.052 135.338 135.046 135.037 136.186 136.080 135.599 135.287 136.449 135.820 136.135 143.138 137.787 137.241 135.496
 194.084 136.450 136.047 135.336 135.040 135.030 136.180 136.076 135.598 135.285 136.441 135.818 136.130 143.138 137.787 137.241 135.500
 194.168 136.435 136.036 135.325 135.033 135.023 136.168 136.064 135.587 135.273 136.428 135.806 136.118 143.138 137.787 137.241 135.496
 194.248 136.417 136.019 135.308 135.026 135.017 136.151 136.047 135.571 135.256 136.410 135.790 136.101 143.138 137.787 137.241 135.485
 194.332 136.399 136.003 135.293 135.019 135.010 136.134 136.031 135.556 135.240 136.393 135.775 136.084 143.139 137.787 137.241 135.472
 194.416 136.382 135.991 135.285 135.013 135.003 136.121 136.019 135.546 135.232 136.378 135.764 136.071 143.138 137.787 137.241 135.460
 194.500 136.372 135.984 135.282 135.012 135.002 136.113 136.012 135.542 135.230 136.368 135.759 136.064 143.138 137.787 137.241 135.455
 194.584 136.368 135.982 135.283 135.014 135.005 136.110 136.009 135.541 135.231 136.364 135.757 136.061 143.138 137.787 137.241 135.453
 194.668 136.365 135.980 135.284 135.017 135.008 136.108 136.007 135.540 135.232 136.361 135.756 136.059 143.138 137.787 137.241 135.454
 194.748 136.361 135.978 135.284 135.020 135.012 136.106 136.006 135.540 135.233 136.358 135.754 136.057 143.138 137.787 137.241 135.454
 194.832 136.358 135.976 135.285 135.024 135.015 136.104 136.004 135.539 135.234 136.355 135.753 136.055 143.138 137.787 137.241 135.455
 194.916 136.355 135.975 135.285 135.027 135.018 136.101 136.002 135.539 135.235 136.352 135.752 136.053 143.138 137.787 137.241 135.455
 195.000 136.353 135.974 135.286 135.028 135.019 136.100 136.001 135.539 135.236 136.351 135.751 136.052 143.138 137.787 137.241 135.455
 195.084 136.354 135.974 135.286 135.026 135.018 136.101 136.002 135.539 135.236 136.352 135.752 136.053 143.138 137.787 137.241 135.456
 195.168 136.355 135.975 135.285 135.025 135.016 136.102 136.002 135.539 135.235 136.352 135.752 136.054 143.138 137.787 137.241 135.456
 195.248 136.356 135.975 135.284 135.023 135.014 136.102 136.002 135.539 135.234 136.353 135.752 136.054 143.138 137.787 137.241 135.455
 195.332 136.357 135.976 135.284 135.021 135.012 136.103 136.003 135.538 135.233 136.354 135.752 136.055 143.138 137.787 137.241 135.454
 195.416 136.358 135.976 135.284 135.020 135.011 136.103 136.003 135.539 135.233 136.355 135.753 136.055 143.138 137.787 137.241 135.454
 195.500 136.359 135.977 135.284 135.020 135.011 136.104 136.004 135.539 135.233 136.356 135.753 136.056 143.138 137.787 137.241 135.454
 195.584 136.361 135.978 135.285 135.021 135.012 136.106 136.005 135.540 135.233 136.358 135.754 136.057 143.138 137.787 137.241 135.454
 195.668 136.363 135.980 135.286 135.023 135.014 136.107 136.007 135.541 135.235 136.360 135.756 136.059 143.138 137.787 137.241 135.455
 195.748 136.365 135.981 135.287 135.025 135.016 136.109 136.008 135.542 135.236 136.362 135.757 136.060 143.138 137.787 137.241 135.456
 195.832 136.367 135.982 135.288 135.026 135.018 136.110 136.010 135.543 135.237 136.364 135.758 136.062 143.138 137.787 137.241 135.457
 195.916 136.370 135.984 135.289 135.028 135.019 136.112 136.011 135.545 135.239 136.366 135.760 136.063 143.138 137.787 137.241 135.458
 196.000 136.376 135.988 135.292 135.031 135.023 136.117 136.016 135.548 135.241 136.372 135.763 136.068 143.138 137.787 137.241 135.459
 196.084 136.389 135.996 135.298 135.036 135.027 136.125 136.024 135.554 135.248 136.383 135.770 136.076 143.138 137.787 137.241 135.462
 196.168 136.403 136.006 135.308 135.041 135.033 136.136 136.034 135.564 135.258 136.396 135.780 136.087 143.138 137.787 137.241 135.468
 196.248 136.418 136.018 135.320 135.047 135.038 136.149 136.046 135.575 135.271 136.410 135.791 136.099 143.138 137.787 137.241 135.477
 196.332 136.434 136.031 135.333 135.052 135.043 136.163 136.059 135.588 135.283 136.425 135.804 136.113 143.138 137.787 137.241 135.488
 196.416 136.451 136.046 135.344 135.057 135.048 136.178 136.074 135.601 135.294 136.441 135.818 136.128 143.138 137.787 137.241 135.498
 196.500 136.460 136.057 135.352 135.058 135.048 136.189 136.085 135.611 135.302 136.450 135.828 136.139 143.138 137.787 137.241 135.506
 196.584 136.458 136.058 135.353 135.055 135.045 136.190 136.086 135.613 135.302 136.449 135.830 136.140 143.138 137.787 137.241 135.511
 196.668 136.451 136.053 135.347 135.051 135.042 136.184 136.081 135.607 135.296 136.442 135.825 136.134 143.138 137.787 137.241 135.510
 196.748 136.441 136.043 135.340 135.048 135.038 136.175 136.071 135.599 135.289 136.433 135.816 136.125 143.138 137.787 137.241 135.504
 196.832 136.430 136.033 135.332 135.044 135.035 136.164 136.061 135.589 135.281 136.422 135.806 136.114 143.138 137.787 137.241 135.498
 196.916 136.419 136.023 135.324 135.041 135.032 136.153 136.051 135.581 135.274 136.412 135.796 136.104 143.138 137.787 137.241 135.492
 197.000 136.413 136.016 135.317 135.039 135.030 136.147 136.044 135.574 135.267 136.406 135.790 136.097 143.138 137.787 137.241 135.486
 197.084 136.413 136.015 135.314 135.039 135.030 136.146 136.043 135.571 135.264 136.406 135.788 136.096 143.138 137.787 137.241 135.481
 197.168 136.416 136.017 135.315 135.039 135.030 136.148 136.045 135.573 135.265 136.409 135.789 136.098 143.138 137.787 137.241 135.480
 197.248 136.419 136.019 135.317 135.039 135.030 136.151 136.047 135.575 135.267 136.412 135.792 136.101 143.138 137.787 137.241 135.481
 197.332 136.423 136.022 135.319 135.039 135.030 136.154 136.050 135.577 135.269 136.415 135.794 136.103 143.138 137.787 137.241 135.483
 197.416 136.426 136.025 135.320 135.039 135.030 136.156 136.053 135.579 135.270 136.418 135.796 136.106 143.138 137.787 137.241 135.484
 197.500 136.428 136.026 135.320 135.036 135.026 136.158 136.054 135.579 135.269 136.420 135.797 136.108 143.138 137.787 137.241 135.485
 197.584 136.427 136.025 135.314 135.028 135.018 136.157 136.053 135.576 135.262 136.419 135.795 136.107 143.138 137.787 137.241 135.484
 197.668 136.424 136.020 135.302 135.019 135.009 136.153 136.049 135.568 135.249 136.416 135.790 136.103 143.138 137.787 137.241 135.477
 197.748 136.421 136.015 135.293 135.012 135.001 136.148 136.044 135.561 135.239 136.413 135.784 136.098 143.138 137.787 137.241 135.468
 197.832 136.419 136.013 135.291 135.005 134.992 136.146 136.041 135.559 135.237 136.411 135.782 136.095 143.138 137.787 137.241 135.462
 197.916 136.418 136.013 135.289 134.998 134.984 136.145 136.041 135.558 135.235 136.410 135.781 136.095 143.138 137.787 137.241 135.461
 198.000 136.415 136.010 135.286 134.992 134.978 136.143 136.038 135.555 135.231 136.407 135.779 136.092 143.138 137.787 137.241 135.459
 198.084 136.408 136.005 135.282 134.988 134.975 136.137 136.033 135.551 135.227 136.401 135.774 136.087 143.138 137.787 137.241 135.456
 198.168 136.400 136.000 135.279 134.985 134.972 136.132 136.028 135.547 135.224 136.394 135.770 136.082 143.138 137.787 137.241 135.453
 198.248 136.393 135.995 135.276 134.981 134.968 136.126 136.023 135.543 135.221 136.387 135.765 136.076 143.138 137.787 137.241 135.450
 198.332 136.386 135.991 135.273 134.978 134.965 136.121 136.018 135.540 135.217 136.381 135.761 136.071 143.138 137.787 137.241 135.448
 198.416 136.379 135.986 135.270 134.974 134.962 136.116 136.013 135.536 135.214 136.374 135.757 136.066 143.138 137.787 137.241 135.445
 198.500 136.366 135.978 135.266 134.974 134.962 136.107 136.005 135.531 135.211 136.362 135.750 136.058 143.138 137.787 137.241 135.443
 198.584 136.347 135.966 135.262 134.977 134.965 136.093 135.993 135.523 135.207 136.344 135.740 136.045 143.138 137.787 137.241 135.440
 198.668 136.326 135.952 135.259 134.980 134.968 136.078 135.979 135.515 135.205 136.325 135.730 136.031 143.138 137.787 137.241 135.436
 198.748 136.306 135.939 135.255 134.983 134.972 136.063 135.966 135.508 135.202 136.305 135.719 136.017 143.138 137.787 137.241 135.433
 198.832 136.286 135.926 135.252 134.986 134.975 136.049 135.953 135.501 135.200 136.286 135.709 136.003 143.138 137.787 137.241 135.430
 198.916 136.266 135.913 135.249 134.989 134.978 136.034 135.939 135.493 135.197 136.267 135.699 135.989 143.138 137.787 137.241 135.427
 199.000 136.256 135.907 135.249 134.996 134.986 136.026 135.932 135.490 135.198 136.257 135.693 135.982 143.138 137.787 137.241 135.425
 199.084 136.260 135.909 135.254 135.008 134.997 136.029 135.935 135.493 135.205 136.260 135.697 135.985 143.138 137.787 137.241 135.425
 199.168 136.268 135.916 135.263 135.018 135.009 136.036 135.942 135.501 135.214 136.268 135.703 135.991 143.138 137.787 137.241 135.430
 199.248 136.275 135.922 135.269 135.028 135.021 136.042 135.948 135.507 135.221 136.275 135.710 135.998 143.138 137.787 137.241 135.437
 199.332 136.283 135.928 135.276 135.040 135.033 136.049 135.954 135.513 135.229 136.282 135.716 136.004 143.138 137.787 137.241 135.442
 199.416 136.290 135.935 135.286 135.052 135.044 136.055 135.961 135.521 135.240 136.290 135.723 136.010 143.138 137.787 137.241 135.449
 199.500 136.299 135.943 135.297 135.056 135.048 136.063 135.969 135.530 135.252 136.299 135.731 136.018 143.138 137.787 137.241 135.457
 199.584 136.308 135.949 135.303 135.054 135.045 136.070 135.975 135.536 135.258 136.307 135.737 136.025 143.138 137.787 137.241 135.465
 199.668 136.313 135.953 135.301 135.050 135.042 136.074 135.979 135.537 135.256 136.312 135.740 136.028 143.138 137.787 137.241 135.468
 199.748 136.317 135.954 135.298 135.047 135.038 136.077 135.980 135.536 135.252 136.316 135.740 136.030 143.138 137.787 137.241 135.466
 199.832 136.320 135.955 135.294 135.043 135.035 136.078 135.982 135.535 135.247 136.319 135.740 136.032 143.138 137.787 137.241 135.463
 199.916 136.324 135.957 135.291 135.040 135.032 136.080 135.983 135.534 135.243 136.322 135.740 136.034 143.138 137.787 137.241 135.460
 200.000 136.320 135.954 135.287 135.038 135.029 136.078 135.981 135.531 135.239 136.319 135.738 136.031 143.138 137.787 137.241 135.458
 200.084 136.309 135.946 135.282 135.036 135.027 136.069 135.972 135.525 135.234 136.308 135.731 136.022 143.138 137.787 137.241 135.455
 200.168 136.295 135.936 135.277 135.034 135.026 136.058 135.962 135.518 135.229 136.294 135.722 136.012 143.138 137.787 137.241 135.450
 200.248 136.281 135.927 135.273 135.032 135.024 136.047 135.953 135.511 135.225 136.281 135.714 136.002 143.138 137.787 137.241 135.446
 200.332 136.268 135.918 135.269 135.030 135.022 136.037 135.944 135.506 135.221 136.268 135.707 135.993 143.138 137.787 137.241 135.443
 200.416 136.255 135.909 135.265 135.028 135.021 136.027 135.935 135.500 135.217 136.255 135.699 135.983 143.138 137.787 137.241 135.440
 200.500 136.245 135.902 135.262 135.027 135.020 136.019 135.927 135.495 135.214 136.245 135.693 135.975 143.138 137.787 137.241 135.436
 200.584 136.238 135.897 135.260 135.027 135.020 136.013 135.922 135.492 135.213 136.238 135.689 135.970 143.138 137.787 137.241 135.434
 200.668 136.233 135.893 135.260 135.027 135.020 136.009 135.918 135.490 135.212 136.232 135.686 135.966 143.138 137.787 137.241 135.433
 200.748 136.227 135.889 135.258 135.027 135.020 136.005 135.915 135.487 135.211 136.227 135.683 135.962 143.138 137.787 137.241 135.432
 200.832 136.221 135.885 135.257 135.027 135.020 136.000 135.911 135.485 135.210 136.221 135.680 135.958 143.138 137.787 137.241 135.431
 200.916 136.216 135.882 135.256 135.027 135.020 135.996 135.907 135.483 135.209 136.215 135.677 135.954 143.138 137.787 137.241 135.430
 201.000 136.218 135.883 135.257 135.030 135.023 135.998 135.908 135.483 135.210 136.218 135.678 135.956 143.138 137.787 137.241 135.429
 201.084 136.234 135.894 135.263 135.035 135.027 136.010 135.920 135.491 135.217 136.234 135.687 135.968 143.138 137.787 137.241 135.431
 201.168 136.256 135.910 135.272 135.040 135.033 136.027 135.935 135.503 135.226 136.255 135.701 135.984 143.138 137.787 137.241 135.436
 201.248 136.277 135.925 135.281 135.046 135.038 136.044 135.951 135.515 135.236 136.276 135.714 136.000 143.138 137.787 137.241 135.444
 201.332 136.298 135.940 135.291 135.051 135.043 136.061 135.966 135.526 135.245 136.297 135.728 136.016 143.138 137.787 137.241 135.452
 201.416 136.320 135.956 135.302 135.056 135.048 136.078 135.982 135.538 135.257 136.318 135.741 136.032 143.138 137.787 137.241 135.461
 201.500 136.335 135.968 135.312 135.058 135.049 136.091 135.994 135.549 135.267 136.333 135.753 136.044 143.138 137.787 137.241 135.470
 201.584 136.340 135.972 135.316 135.056 135.048 136.095 135.999 135.554 135.271 136.338 135.757 136.049 143.138 137.787 137.241 135.477
 201.668 136.340 135.972 135.314 135.054 135.046 136.095 135.998 135.552 135.268 136.339 135.757 136.049 143.138 137.787 137.241 135.479
 201.748 136.339 135.971 135.310 135.053 135.044 136.094 135.997 135.550 135.264 136.338 135.755 136.047 143.138 137.787 137.241 135.477
 201.832 136.338 135.970 135.307 135.051 135.043 136.093 135.996 135.548 135.261 136.337 135.753 136.046 143.138 137.787 137.241 135.474
 201.916 136.338 135.969 135.305 135.049 135.041 136.092 135.995 135.546 135.259 136.336 135.752 136.045 143.138 137.787 137.241 135.472
 202.000 136.330 135.963 135.301 135.047 135.038 136.087 135.990 135.542 135.255 136.329 135.747 136.040 143.138 137.787 137.241 135.470
 202.084 136.312 135.951 135.293 135.043 135.035 136.073 135.977 135.533 135.246 136.312 135.737 136.027 143.138 137.787 137.241 135.466
 202.168 136.291 135.935 135.282 135.040 135.032 136.055 135.961 135.520 135.234 136.290 135.722 136.010 143.138 137.787 137.241 135.458
 202.248 136.268 135.919 135.272 135.036 135.028 136.037 135.944 135.508 135.225 136.268 135.708 135.993 143.138 137.787 137.241 135.449
 202.332 136.247 135.904 135.265 135.032 135.025 136.021 135.929 135.497 135.218 136.247 135.696 135.978 143.138 137.787 137.241 135.441
 202.416 136.227 135.890 135.259 135.029 135.022 136.005 135.915 135.488 135.212 136.227 135.684 135.962 143.138 137.787 137.241 135.436
 202.500 136.223 135.886 135.256 135.029 135.022 136.001 135.911 135.484 135.209 136.223 135.680 135.959 143.138 137.787 137.241 135.431
 202.584 136.243 135.899 135.263 135.032 135.025 136.016 135.925 135.493 135.216 136.242 135.691 135.973 143.138 137.787 137.241 135.430
 202.668 136.272 135.919 135.274 135.036 135.028 136.039 135.945 135.508 135.227 136.270 135.708 135.994 143.138 137.787 137.241 135.437
 202.748 136.300 135.939 135.283 135.040 135.032 136.061 135.966 135.522 135.236 136.298 135.725 136.015 143.138 137.787 137.241 135.446
 202.832 136.328 135.958 135.293 135.044 135.035 136.082 135.985 135.535 135.246 136.325 135.741 136.036 143.138 137.787 137.241 135.454
 202.916 136.356 135.978 135.304 135.047 135.038 136.104 136.005 135.549 135.257 136.352 135.758 136.056 143.138 137.787 137.241 135.463
 203.000 136.370 135.989 135.315 135.051 135.043 136.116 136.016 135.560 135.268 136.366 135.769 136.067 143.138 137.787 137.241 135.473
 203.084 136.365 135.988 135.320 135.056 135.048 136.114 136.015 135.563 135.273 136.362 135.770 136.066 143.138 137.787 137.241 135.481
 203.168 136.355 135.983 135.321 135.061 135.053 136.107 136.009 135.560 135.275 136.353 135.766 136.060 143.138 137.787 137.241 135.484
 203.248 136.345 135.977 135.321 135.065 135.058 136.100 136.003 135.558 135.276 136.344 135.761 136.053 143.138 137.787 137.241 135.484
 203.332 136.335 135.971 135.323 135.070 135.062 136.093 135.997 135.556 135.279 136.334 135.758 136.047 143.138 137.787 137.241 135.484
 203.416 136.326 135.966 135.326 135.075 135.068 136.087 135.992 135.555 135.282 136.325 135.755 136.041 143.138 137.787 137.241 135.485
 203.500 136.323 135.964 135.327 135.073 135.065 136.085 135.990 135.556 135.283 136.323 135.754 136.039 143.138 137.787 137.241 135.487
 203.584 136.327 135.966 135.324 135.064 135.055 136.087 135.992 135.555 135.279 136.326 135.755 136.041 143.138 137.787 137.241 135.487
 203.668 136.330 135.966 135.315 135.054 135.045 136.088 135.992 135.551 135.270 136.328 135.753 136.042 143.138 137.787 137.241 135.483
 203.748 136.330 135.964 135.304 135.044 135.035 136.087 135.991 135.544 135.257 136.329 135.749 136.041 143.138 137.787 137.241 135.476
 203.832 136.331 135.962 135.292 135.034 135.025 136.086 135.988 135.537 135.243 136.329 135.744 136.039 143.138 137.787 137.241 135.466
 203.916 136.331 135.960 135.282 135.024 135.015 136.085 135.987 135.531 135.232 136.329 135.741 136.037 143.138 137.787 137.241 135.457
 204.000 136.326 135.956 135.276 135.019 135.011 136.081 135.983 135.526 135.226 136.325 135.736 136.033 143.138 137.787 137.241 135.450
 204.084 136.315 135.949 135.274 135.021 135.012 136.072 135.975 135.522 135.224 136.314 135.730 136.026 143.138 137.787 137.241 135.447
 204.168 136.304 135.941 135.273 135.022 135.014 136.064 135.967 135.517 135.223 136.303 135.724 136.018 143.138 137.787 137.241 135.445
 204.248 136.292 135.934 135.271 135.024 135.016 136.055 135.960 135.513 135.221 136.292 135.719 136.010 143.138 137.787 137.241 135.443
 204.332 136.281 135.926 135.269 135.025 135.018 136.047 135.952 135.509 135.220 136.281 135.713 136.002 143.138 137.787 137.241 135.442
 204.416 136.270 135.919 135.267 135.027 135.019 136.038 135.945 135.505 135.219 136.270 135.707 135.994 143.139 137.787 137.241 135.440
 204.500 136.261 135.913 135.266 135.029 135.022 136.032 135.939 135.502 135.218 136.261 135.702 135.988 143.138 137.787 137.241 135.439
 204.584 136.256 135.910 135.267 135.032 135.025 136.027 135.935 135.500 135.219 136.256 135.700 135.984 143.138 137.787 137.241 135.438
 204.668 136.251 135.907 135.268 135.036 135.028 136.024 135.932 135.500 135.221 136.251 135.698 135.981 143.138 137.787 137.241 135.438
 204.748 136.247 135.904 135.269 135.039 135.032 136.021 135.930 135.499 135.223 136.247 135.697 135.978 143.138 137.787 137.241 135.439
 204.832 136.242 135.901 135.270 135.042 135.035 136.018 135.927 135.499 135.224 136.242 135.695 135.975 143.138 137.787 137.241 135.440
 204.916 136.238 135.899 135.271 135.046 135.038 136.014 135.924 135.498 135.226 136.237 135.693 135.972 143.138 137.787 137.241 135.441
 205.000 136.233 135.896 135.272 135.046 135.038 136.010 135.921 135.497 135.227 136.233 135.691 135.968 143.138 137.787 137.241 135.441
 205.084 136.227 135.892 135.269 135.043 135.035 136.006 135.917 135.494 135.224 136.227 135.688 135.964 143.138 137.787 137.241 135.441
 205.168 136.220 135.887 135.265 135.039 135.032 136.001 135.912 135.490 135.220 136.220 135.683 135.959 143.138 137.787 137.241 135.439
 205.248 136.213 135.881 135.261 135.036 135.028 135.995 135.906 135.485 135.215 136.213 135.678 135.953 143.138 137.787 137.241 135.435
 205.332 136.207 135.876 135.257 135.032 135.025 135.989 135.901 135.481 135.212 136.206 135.673 135.948 143.138 137.787 137.241 135.432
 205.416 136.200 135.871 135.254 135.029 135.022 135.983 135.896 135.477 135.208 136.200 135.669 135.943 143.138 137.787 137.241 135.429
 205.500 136.196 135.868 135.252 135.029 135.022 135.980 135.893 135.474 135.206 136.196 135.666 135.939 143.138 137.787 137.241 135.426
 205.584 136.197 135.869 135.253 135.032 135.025 135.981 135.894 135.475 135.207 136.197 135.667 135.940 143.138 137.787 137.241 135.425
 205.668 136.201 135.872 135.257 135.035 135.028 135.985 135.897 135.479 135.212 136.201 135.670 135.944 143.138 137.787 137.241 135.427
 205.748 136.205 135.876 135.261 135.039 135.032 135.988 135.900 135.482 135.216 136.205 135.674 135.947 143.138 137.787 137.241 135.430
 205.832 136.209 135.879 135.263 135.042 135.035 135.992 135.904 135.485 135.219 136.209 135.677 135.951 143.138 137.787 137.241 135.433
 205.916 136.213 135.882 135.266 135.046 135.038 135.995 135.907 135.488 135.222 136.213 135.679 135.954 143.138 137.787 137.241 135.435
 206.000 136.219 135.887 135.269 135.046 135.038 136.000 135.911 135.491 135.225 136.219 135.683 135.959 143.138 137.787 137.241 135.437
 206.084 136.229 135.893 135.270 135.043 135.035 136.008 135.918 135.495 135.225 136.229 135.689 135.966 143.138 137.787 137.241 135.439
 206.168 136.240 135.900 135.271 135.040 135.032 136.016 135.926 135.499 135.225 136.240 135.694 135.974 143.138 137.787 137.241 135.440
 206.248 136.250 135.907 135.271 135.036 135.028 136.024 135.933 135.501 135.224 136.250 135.699 135.981 143.138 137.787 137.241 135.441
 206.332 136.261 135.914 135.271 135.033 135.025 136.032 135.939 135.504 135.224 136.260 135.704 135.988 143.138 137.787 137.241 135.441
 206.416 136.271 135.921 135.271 135.030 135.022 136.040 135.946 135.508 135.224 136.271 135.709 135.996 143.138 137.787 137.241 135.441
 206.500 136.283 135.928 135.273 135.031 135.023 136.048 135.954 135.512 135.225 136.282 135.715 136.003 143.138 137.787 137.241 135.442
 206.584 136.295 135.936 135.277 135.035 135.027 136.057 135.962 135.517 135.229 136.294 135.721 136.012 143.138 137.787 137.241 135.444
 206.668 136.306 135.944 135.283 135.041 135.033 136.066 135.970 135.524 135.236 136.305 135.729 136.020 143.138 137.787 137.241 135.449
 206.748 136.318 135.953 135.290 135.046 135.038 136.076 135.979 135.531 135.244 136.317 135.737 136.030 143.138 137.787 137.241 135.454
 206.832 136.331 135.962 135.299 135.051 135.043 136.086 135.989 135.540 135.253 136.329 135.745 136.039 143.138 137.787 137.241 135.460
 206.916 136.344 135.972 135.309 135.056 135.048 136.096 135.999 135.549 135.263 136.342 135.755 136.049 143.138 137.787 137.241 135.468
 207.000 136.351 135.979 135.318 135.059 135.050 136.103 136.005 135.557 135.272 136.349 135.762 136.056 143.138 137.787 137.241 135.476
 207.084 136.352 135.981 135.321 135.059 135.050 136.104 136.007 135.560 135.275 136.350 135.764 136.057 143.139 137.787 137.241 135.482
 207.168 136.350 135.979 135.320 135.058 135.050 136.103 136.006 135.558 135.274 136.348 135.763 136.056 143.138 137.787 137.241 135.483
 207.248 136.347 135.977 135.318 135.058 135.050 136.101 136.003 135.556 135.272 136.345 135.761 136.054 143.138 137.787 137.241 135.482
 207.332 136.344 135.975 135.316 135.058 135.050 136.098 136.001 135.555 135.271 136.342 135.759 136.051 143.138 137.787 137.241 135.480
 207.416 136.341 135.973 135.315 135.058 135.050 136.096 135.999 135.553 135.270 136.339 135.757 136.049 143.138 137.787 137.241 135.479
 207.500 136.341 135.972 135.314 135.054 135.046 136.096 135.999 135.552 135.268 136.339 135.757 136.049 143.138 137.787 137.241 135.478
 207.584 136.343 135.973 135.309 135.046 135.038 136.096 135.999 135.550 135.262 136.341 135.756 136.049 143.138 137.787 137.241 135.476
 207.668 136.344 135.972 135.300 135.038 135.029 136.096 135.998 135.545 135.252 136.342 135.753 136.049 143.138 137.787 137.241 135.472
 207.748 136.344 135.969 135.290 135.030 135.021 136.095 135.996 135.539 135.241 136.341 135.749 136.047 143.138 137.787 137.241 135.464
 207.832 136.344 135.967 135.282 135.021 135.012 136.093 135.994 135.534 135.231 136.341 135.746 136.046 143.138 137.787 137.241 135.457
 207.916 136.345 135.967 135.278 135.014 135.004 136.094 135.994 135.532 135.227 136.342 135.745 136.046 143.138 137.787 137.241 135.451
 208.000 136.344 135.966 135.277 135.012 135.003 136.093 135.993 135.531 135.226 136.341 135.744 136.045 143.138 137.787 137.241 135.449
 208.084 136.339 135.964 135.278 135.016 135.008 136.089 135.990 135.530 135.227 136.337 135.742 136.042 143.138 137.787 137.241 135.449
 208.168 136.334 135.961 135.278 135.021 135.012 136.086 135.988 135.529 135.228 136.332 135.740 136.039 143.138 137.787 137.241 135.449
 208.248 136.329 135.958 135.279 135.026 135.018 136.083 135.985 135.528 135.229 136.328 135.738 136.036 143.138 137.787 137.241 135.449
 208.332 136.325 135.956 135.281 135.031 135.022 136.080 135.982 135.528 135.231 136.324 135.737 136.033 143.138 137.787 137.241 135.450
 208.416 136.321 135.953 135.283 135.036 135.027 136.077 135.980 135.528 135.234 136.320 135.736 136.030 143.138 137.787 137.241 135.451
 208.500 136.319 135.953 135.285 135.038 135.030 136.076 135.979 135.529 135.237 136.318 135.736 136.030 143.138 137.787 137.241 135.453
 208.584 136.321 135.954 135.286 135.038 135.030 136.078 135.981 135.530 135.238 136.320 135.737 136.031 143.138 137.787 137.241 135.454
 208.668 136.323 135.956 135.287 135.038 135.030 136.080 135.982 135.531 135.239 136.322 135.738 136.033 143.138 137.787 137.241 135.455
 208.748 136.325 135.957 135.287 135.038 135.030 136.081 135.983 135.532 135.239 136.324 135.739 136.034 143.138 137.787 137.241 135.456
